Constantin Chiriţă,,,,,,,,,,,,,,
"Aprinse cu grijă lanterna şi-i feri raza cu mâna. Nu lăsă decât o şuviţă subţire de lumină pe care o îndreptă spre una din raniţe. Cu. Mişcări neauzite, desfăcu raniţa şi scoase din ea o faţă de masă mare, albă. Fără să-i pese şi să ezite, borteli pânza în două locuri cu briceagul de care nu se despărţea niciodată. Apoi se învălui cu pânza, potrivind găurile exact în dreptul ochilor. Era gata! Un singur lucru îl întrista: că nu poate să se vadă şi să se sperie şi el puţin de stafia pe care o interpreta. Ce păcat că nu era prin apropiere o oglindă!",,,,,,,,,,,,,,
"Puiul de stafie porni apoi fără zgomot, aşa cum i se cuvenea unei arătări, în amonte, spre un cot al tunelului, unde ochise mai de mult o stalagmită groasă şi retezată, probabil izbită cândva de prăbuşirea stalactitei de deasupra, din care nu mai rămăsese nici o urmă. Acolo trebuia să ajungă: în vârful coloanei retezate. Doamne! Ce mutră vor face toţi! Şi cum or să le mai clănţănească dinţii în gură! Se căţără cu grijă pe stalagmită, îşi potrivi bine picioarele pe discul zgrunţuros şi aşteptă câteva clipe… Numai acum… se rugă fierbinte prichindelul… Numai acum să nu înceapă cutia fermecată să-şi împrăştie vrăjile. Pentru prima dată îi părea bine, sau, în orice caz, nu-i părea rău, că nu ştie cuvântul vrăjit.",,,,,,,,,,,,,,
"În clipa când aprinse lanterna, auzi un zgomot în spatele lui: zgomotul unei înaintări prin apă. Urechea lui se obişnuise în peşteră cu asemenea zgomote. Se întoarse speriat şi zări… Zări o stafie venind spre el!",,,,,,,,,,,,,,
"Cele două stafii se priviră o clipă în tăcere, apoi amândouă, ca la un semnal, sloboziră ţipete neomeneşti: un ţipăt şi un urlet pe care ecourile le prelungiră şi le amplificară până la demenţă. Stafia din apă o luă la goană înapoi, căzu, se ridică şi iar începu să alerge. Stafia uriaşă se prăbuşi de pe soclu, tansformându-se într-o arătare de-o palmă cu viteză de ogar. Direcţia ei era barca de cauciuc.",,,,,,,,,,,,,,
"Urletul prelung, înspăimântător, îi trezise pe cei de lângă barcă. Parcă nişte resorturi îi ridicaseră în picioare. Victor aprinse lanterna şi-i îndreptă raza spre direcţia din care i se părea că venise urletul. Şi văzură toţi, uluiţi, zburând spre ei o mică arătare albă care ţipa cu glasul lui Tic! Şi puiul de stafie căzu şi se ridică şi iar se împiedică şi se pomeni în braţele lui Victor. Când izbuti să iasă din valurile de pânză albă şi din braţele lui Victor, spectatorii de lângă barcă văzură chipul unui puşti ciufulit, care, cu tot nasul lui cârn, trăda o spaimă nemaipomenită.",,,,,,,,,,,,,,
— Stafia! Ţipă prichindelul. Am văzut stafia! Zău! Era albă şi mare şi avea faţa luminată ca un glob electric.,,,,,,,,,,,,,,
"— Ahaaa! Ai vrut să ne sperii! Îl dibui Maria. Şi mi se pare că ţi-ai venit singur de hac! Te-ai uitat în apă, nu?",,,,,,,,,,,,,,
"— Nu! Bâţâia prichindelul. Zău! Am văzut-o cu ochii mei. Venea drept la mine, prin aer, nu prin apă…",,,,,,,,,,,,,,
"În loc să râdă, Victor părea cuprins de nelinişte. Povestea lui Tic nu era terminată.",,,,,,,,,,,,,,
— Tic! Întrebă el. Cine a urlat aşa de tare?,,,,,,,,,,,,,,
— Stafia! Răspunse fără ezitare prichindelul.,,,,,,,,,,,,,,
— Imediat îmbarcarea! Porunci Victor în şoaptă. Nu avem voie să pierdem nici o secundă. Până la trei!,,,,,,,,,,,,,,
"Nimeni nu se gândi să numere până la trei. Dar nu încape îndoială că, înainte de a se ajunge la această cifră atât de apropiată, raniţele, păturile, sacii de dormit şi pasagerii erau în barcă. Victor nu mai lăsă înaintarea în puterile curentului. Adăugă şi puterile lui vâslind temeinic cu bucata aceea de scândură care devenise dintr-odată atât de preţioasă. După o vreme, Maria se hotărî să-l întrebe:",,,,,,,,,,,,,,
"— Ce s-a întâmplat, Victor? Ţi-e frică de stafii… Sau te-a necăjit vreun vis?… De ce fugim…?",,,,,,,,,,,,,,
"— Din cauza stafiilor, răspunse Victor. Ele nu există decât dacă vrea cineva… Aşa cum a vrut Tic…",,,,,,,,,,,,,,
— Crezi că mai este cineva în peşteră? Întrebă Ionel.,,,,,,,,,,,,,,
"— Nu cred… Sunt sigur! Şi nu sunt nişte copii care se joacă de-a stafiile, ca Tic. Ne-ar fi oprit, ar fi strigat după noi… E ceva rău în urma noastră…",,,,,,,,,,,,,,
"Se lăsă iarăşi tăcere. Nu se auzea decât scurgerea apei, şi zgomotul vâslelor, şi fiecare îşi auzea bătaia inimii: iute, bolnavă, pentru că asupra ei se năpusteau toate neliniştile, toate spaimele, toate cârligele şi ghearele beznei.",,,,,,,,,,,,,,
"Bărbosul se cutremură când auzi urletul. Se lipi cu trupul de stâncă şi aşteptă. Numai vânătorul era în stare să scoată un asemenea urlet. Dar parcă auzise şi-un ţipăt subţire? Oare ce se întâmplase?… Cineva călca apa, şuierând; răsună şi zgomotul unei căzături, şi iarăşi paşi în apă care se apropiau. Îşi duse imediat mâna dreaptă la şold, iar cu stânga fixă lanterna spre direcţia zgomotelor şi apăsă butonul. Era vânătorul, cu chipul răvăşit. În spatele lui, atârna ca o coadă nesfârşită îmbrăcămintea de fantomă.",,,,,,,,,,,,,,
— Stai! Îi porunci în şoaptă bărbosul.,,,,,,,,,,,,,,
"Vânătorul se opri greoi, abia trăgându-şi sufletul:",,,,,,,,,,,,,,
— O stafie! Şopti el. O stafie adevărată. Eram cât pe-aci să mă ciocnesc cu ea. Pe cinstea mea!,,,,,,,,,,,,,,
— Eşti nebun?! Îl zgâlţâi bărbosul. Trezeşte-te!,,,,,,,,,,,,,,
"— Dom'le! Am văzut-o cu ochii mei. Era albă, dom'le, şi înaltă de două ori cât mine, dom'le, şi luminată pe dinăuntru.",,,,,,,,,,,,,,
— Ai prostit de tot! Ai dat în mintea copiilor! La vârsta du-mitale ai vedenii!,,,,,,,,,,,,,,
"— Ce vedenii, dom'le? N-ai auzit cum ţipa?",,,,,,,,,,,,,,
Un gând neverosimil se aprinse în mintea bărbosului:,,,,,,,,,,,,,,
— Dobitocule! Imbecilule…!,,,,,,,,,,,,,,
"— Dom'le! Ţi-am spus să nu insulţi! A doua oară nu mai iert, dom'le, pe cinstea mea. Şi dacă nu iert…",,,,,,,,,,,,,,
"— Stai, coane! Încercă să-l domolească bărbosul… Şi-au… Te-au dus, coane, te-au dus uşor de tot…",,,,,,,,,,,,,,
— Dom'le! Am văzut-o cu ochii mei. Avea vreo trei metri.,,,,,,,,,,,,,,
"— Unde-ai mai auzit, coane, stafii ţipând? Nu zice toată lumea: mut ca o stafie?",,,,,,,,,,,,,,
"— Păi atunci de ce-a ţipat, dom'le? Cine-a ţipat?",,,,,,,,,,,,,,
"— Dumneata n-ai urlat?… Aşa a ţipat şi ea! Era la fel de fantomă ca dumneata. Te-au speriat nişte copii, coane!",,,,,,,,,,,,,,
"— Nu se poate, dom'le! Eu pun mâna pe ei şi-i prefac pe toţi în fantome, dom'le. Îi amuţesc pentru toată viaţa…",,,,,,,,,,,,,,
— Cum şi-au mai bătut joc de dumneata!,,,,,,,,,,,,,,
"— Dom'le, ţi-am mai spus! Uită, dom'le, nişte cuvinte! Pe cinstea mea! Dumneata ce-ai fi făcut dacă te-ai fi trezit cu o ditamai stafie în faţă? Ai fi luat-o în braţe? Ai fi râs cu ea?",,,,,,,,,,,,,,
Bărbosul nu-şi putu reţine un tremur închipuindu-şi scena şi vânătorul îi prinse chiar în acea clipă chipul în raza lanternei. Era o figură înspăimântată.,,,,,,,,,,,,,,
"— Păi vezi, dom'le! Şi mai zici să nu-i omor…",,,,,,,,,,,,,,
"— Singura noastră şansă, îşi reveni bărbosul, este să te fi luat drept stafie. Coane, dacă n-ai fi urlat!… Fantomele care urlă nu mai sunt fantome, şi oamenii se feresc de ele…",,,,,,,,,,,,,,
"— Păi atunci ce facem, dom'le? Pe cinstea mea!",,,,,,,,,,,,,,
"— Mai avem o şansă, coane. Să întâlnească un obstacol în drum, ceva care să-i oprească. Şi dacă-i ajungem…",,,,,,,,,,,,,,
"— Dom'le! Eu ştiu singur ce trebuie să fac dacă-i ajungem. Dumneata încearcă să mai taci, pe cinstea mea…",,,,,,,,,,,,,,
— Totuşi să ne dăm seama dacă şi-au dat seama…,,,,,,,,,,,,,,
"— Lasă, dom'le, chestiile! Spuse vânătorul ameninţător. Mai am şi eu glas şi din altele, auzi? La drum!",,,,,,,,,,,,,,
CAPITOLUL XV.,,,,,,,,,,,,,,
"Aurora se transformă într-un semn al groazei în dimineaţa aceea. Cerul se umplu de mânie şi trimise asupra pământului o vijelie înspăimântătoare. Fulgerele despicau în trombă zările, iar tunetele cutremurau văzduhul. Cortul de pe povârnişul care avea forma unui ceaun cu fundul în sus ar fi fost ridicat ca o frunză în văzduh, dacă Ursu, presimţind uraganul, n-ar fi împlântat ancorele în pământ până la funii. Bubuiturile parcă sudau încheieturile, iar fulgerele răneau şi îmbolnăveau ochii. Era o minune că rezista cortul atacului neîntrerupt al hăurilor. Când vijelia se domoli câteva clipe pentru a-şi reface şi reînnoi forţele, Ursu ieşi din cort. Munţii erau acoperiţi de cerneala cenuşie a ploii. Zarea se închidea într-un cerc foarte strimt, cu centrul în vârful povârnişului, chiar unde se afla cortul. Vlăjganul simţi un fior zgâlţâindu-i inima când privi peste prăpastie spre fagul măreţ. Copacul fusese retezat de lampa aprinsă a unui trăsnet şi prefăcut în cărbune. Un trunchi jalnic, carbonizat, din care mai urcau dâre de fum, atât mai rămăsese din copacul care-i salvase şi-i îmbogăţise în ajun. Ursu nu mai pierdu nici o clipă. Intră imediat în cort:",,,,,,,,,,,,,,
— Trebuie să plecăm de aici numaidecât! Am devenit singura ţintă a trăsnetelor pe tot povârnişul.,,,,,,,,,,,,,,
"Ieşiră şi ceilalţi afară, pentru a vedea ravagiile dureroase ale furtunii.",,,,,,,,,,,,,,
— Norii n-au de gând să plece! Se înfurie Dan.,,,,,,,,,,,,,,
"— Numai nori de ploaie şi de vijelie, spuse Lucia, învăluind cu privirile zarea. Şi nici o geană de lumină, nici un sâmbure albastru…",,,,,,,,,,,,,,
— O întindem? Întrebă Dan cam speriat.,,,,,,,,,,,,,,
— Ursu are dreptate! Se hotărî Lucia. Cortul nostru a devenit singura ţintă a trăsnetelor… Doamne! Cât de uşor ne-am putea schimba compoziţia chimică… Ai văzut fagul?… Plecăm!,,,,,,,,,,,,,,
"Când se întoarseră din călcâie, nu mai văzură cortul. Ursu smulsese ancorele, încolăcise funiile, împăturise pânza groasă, cazonă. Totul devenise un pachet care înconjura ca o potcoavă uriaşă raniţă din spatele vlăjganului. Aproape toate bagajele erau în ghebul lui diform, copleşitor.",,,,,,,,,,,,,,
"— Nu mai putem pierde nici o secundă, se scuză el. Gata! Plecăm! Direcţia: cabana! După mine!",,,,,,,,,,,,,,
Lucia şi Dan încercară să-l uşureze de câteva greutăţi. Nici nu voia să audă. Îi împinse cu forţă pe cărare:,,,,,,,,,,,,,,
— Aş putea să mai car încă de două ori pe-atât. După… Ba nu! Luaţi-o voi înainte. Goană! Să batem recordurile!,,,,,,,,,,,,,,
"Dan şi Lucia porniră în goană spre puntea din vale. Oare mai exista puntea? Ursu o văzuse, şi cu voinţă turbată, porni pe urmele prietenilor. Poverile îl zdrobeau, îi frângeau şira spinării, îi îmbolnăveau picioarele. Un săculeţ dacă i s-ar fi luat din spate, un termos gol, o batistă şi tot ar fi simţit o uşurare. Dar ştia, simţea că Lucia şi Dan ar fi fost stingheriţi, şi-ar fi împleticit mersul şi echilibrul, dacă ar fi dus cu ei cel mai mic obiect. Mai ales când va începe urcuşul, şi când urcuşul se va întâlni cu vijelia… Dar oare el va rezista la urcuş? Lucia şi Dan treceau peste punte. Puntea rezistase, şi sub ea nu se mai afla prăpastia, cu aburi albi şi denşi ca nişte valuri de vată. Trecuseră amândoi, începu să treacă şi el puntea, clătinându-se ca un om beat, nu pentru că se gândea la prăpastia ascunsă de sub el, ci la urcuşul de groază care va începe în curând. Dan şi Lucia erau departe, abia se mai zăreau prin ceaţă, urcau coasta muntelui cu paşi iuţi, fără să se uite înapoi. Începu şi el ascensiunea. Îşi încleşta maxilarele, răsuflă rar şi adânc, îşi duse paşii cu înverşunare înainte, spre nori. Ştia că mai târziu nu se va mai putea grăbi. Când vedea porţiuni rase şi fără obstacole închidea ochii şi trăgea. Se opri doar atunci când auzi glasul Luciei în spatele lui:",,,,,,,,,,,,,,
"— Mai încet, că ne-a ieşit sufletul…",,,,,,,,,,,,,,
"Nu ştia când îi întrecuse, dar ştia altceva: va rezista ur cuşului, va putea să reziste. Şi n-o ascultă pe Lucia. Paşii se supuneau unui ritm iute şi regulat cu care se obişnuise corpul. N-avea voie să schimbe ritmul sau să se oprească.",,,,,,,,,,,,,,
"Dar din cer se auzi clocotul ameninţător al vijeliei. Şi Ursu se văzu nevoit să-şi schimbe ritmul, să şi-l iuţească până la limita rezistenţei, şi să-i oblige şi pe cei din spate să alerge, să alerge… Altfel nu-i putea salva… Şi nici n-avea putere să se întoarcă şi să urle la ei, să-i cheme, să-i dea dracului, să-i împingă sus… Nerozii! Unde erau? De ce nu treceau pe lângă el, înainte?… De ce nu înţelegeau că atârnau în spatele lui ca nişte greutăţi de plumb, că-i trăgea şi pe ei cu genunchii care i se muiau şi cu mijlocul zdrelit de dureri, şi cu horcăielile care-i aduceau vâlvătăi în gâtlej?… De ce rămâneau în urmă, nerozii?… Şi deodată, zări departe, pe o coastă ocolită de ceaţă, o colibă de bârne. De când aştepta un loc de adăpost: o casă, o colibă, o văgăună?… Dar când zări coliba din depărtări, îl cuprinse furia. Cine-o cocoţase tocmai acolo, la mama dracului, la capătul iadului? Nu putea s-o răstoarne mai în vale, la jumătatea drumului măcar? Şi îşi continuă blestemele întărâtându-şi paşii. Blestema totul, şi mai ales pe cei din spate care nu simţeau că trebuie să sară din rucsacul lui, şi norii şi cerul şi blestemele, pentru că se apropia iadul…",,,,,,,,,,,,,,
"Şi atunci se porni vijelia!… Mai întâi trebuia să scape de plumbul din spate care-i lovea picioarele, care-i topea coapsele şi gleznele. Se întoarse şi îi văzu la doi paşi în spatele lui, folosindu-l ca o pavăză împotriva furtunii. Răcni la ei din toate puterile ca să-l audă şi ca să-i alunge:",,,,,,,,,,,,,,
"— Fugiţi înainte! Şi vocea lui acoperi vijelia. Fugiţi la colibă. De-a dura, cum puteţi!",,,,,,,,,,,,,,
"Lucia şi Dan abia îi auziră cuvintele, dar simţiră pe faţa lui puterea şi chinul. Îşi încordară ultimele puteri şi trecură în goană pe lângă dânsul. Vedeau coliba şi se prăvăleau spre ea. Dar vijelia îi oprea ca o cortină grea, nevăzută, îi răsucea şi-i întărită şi parcă îşi făceau drum prin ea cu tot trupul.",,,,,,,,,,,,,,
"Ursu, cu coroana lui de bagaje, atrăgea toată furia vân-turilor. Dacă şi-ar fi întins o singură dată mâinile şi şi-ar fi lăsat apoi corpul pe spate, ar fi rămas liber şi uşor, iar bagajele s-ar fi împrăştiat în hăuri. Uită gândul şi începu lupta cu infernul. Hăurile se dezlănţuiseră sonor şi luminos cu tunete şi fulgere. Furtuna îndoia copacii şi azvârlea crengi în văzduh. Muntele parcă se întorsese şi se sprijinea pe spatele lui. Abia îşi mai urnea paşii, abia se mai ţinea în picioare, încovoiat ca un cârlig, trăsnit de greutăţi şi dureri. Dar prietenii lui erau înainte, îi vedea cum răzbat prin vijelie, îi vedea căzând şi apoi ridicându-se, şi răsucindu-se şi rostogolindu-se, şi transformându-se şi ei în cârlige şi muşcând şi ei cu dinţii din vijelie şi căutând şi ei cu ghearele sprijin în aburi şi-n ploaie. Iar se rostogoli Lucia, dar se ridică şi apoi Dan se prăbuşi într-o groapă şi Lucia îi întinse mâna şi amândoi dispărură în groapă, sau poate Dan îi întinsese mâna Luciei. Şi iar îi văzu fugind şi căzând spre coliba care se mărise.",,,,,,,,,,,,,,
"Dar vârtejele îl urmăreau şi-l atacau mereu şi unul îl prinse la mijloc, şi-l răsuci, şi-l lovi, şi-l apăsă, şi-l doborî în genunchi, hotărât să-l înfrângă de tot. Era în genunchi, dar spatele i se apropia de pământ şi mai ales fruntea, şi se împotrivea cu coardele gâtului şi cu grumazul. Şi parcă făcea o mătanie şi se ruga cuiva să nu-i lase pe cei din faţă să se întoarcă şi să-l vadă apăsat spre pământ; ar fi crezut că-i doborât. Nu el s-ar fi prăbuşit, ci ei, iar cărarea era pe o creastă, mărginită la dreapta şi la stânga de prăpăstii. Îşi propti genunchii în stâncă, şi fruntea, şi pumnii în pământ, se opinti, se azvârli în sus. Era din nou în picioare, şfichiuit şi izbit, iar cei din faţă, încovoiaţi ca nişte semne de întrebare, mergeau spre colibă… Iar coliba de bârne… Un trăsnet îi trimise arsuri pe limbă şi şfichiuiri de foc în creieri şi-n ochi… Ploaia se prăvăli din înalturi ca un talaz nesfârşit. Coliba… Un vârtej îl prinse din nou în mijlocul lui şi-l răsuci sălbatic, dar nu se lăsă. Închise ochii, coarde de oţel îi plesneau în gât, şi păşi înainte ca un turbat în lanţuri.",,,,,,,,,,,,,,
